brand,model,trim,manufacture_year,condition,transmission,body_type,fuel_type,engine_capacity,mileage,price
Toyota,Vitz,2nd Edition,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","33,100 km",8500000
Perodua,Axia,G Grade,2016,Used,Automatic,Hatchback,Petrol,998 cc,"105,350 km",5695000
Toyota,Aqua,G Grade,2013,Used,Automatic,Hatchback,Petrol,"1,500 cc","170,000 km",7500000
Toyota,Aqua,S Limited,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","194,000 km",7500000
Toyota,Aqua,,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","114,000 km",7950000
Toyota,Vitz,KSP 90,2010,Used,Automatic,Hatchback,Petrol,"1,000 cc","128,000 km",5500000
Toyota,Aqua,,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","138,000 km",7400000
Toyota,Aqua,S Grade,2015,Used,Automatic,Hatchback,Hybrid,"1,000 cc","78,000 km",8700000
Toyota,Vitz,2018,2018,Used,Automatic,Hatchback,Petrol,990 cc,"30,000 km",8400000
Toyota,Aqua,Urban Face,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","165,000 km",8500000
Toyota,Vitz,KSP90,2010,Used,Automatic,Hatchback,Petrol,"1,000 cc","162,000 km",5990000
Toyota,Vitz,,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","78,067 km",8050000
Toyota,Aqua,,2013,Used,Automatic,Hatchback,Hybrid,"1,490 cc","190,000 km",7000000
Toyota,Allion,,2010,Used,Automatic,Hatchback,Petrol,"1,490 cc","273,515 km",9850000
Toyota,Vitz,Safety Edition,2015,Used,Automatic,Hatchback,Petrol,990 cc,"141,000 km",7150000
Toyota,Pixis,,2015,Used,Automatic,Hatchback,Petrol,650 cc,"82,014 km",5390000
Toyota,CHR,NGX10,2019,Used,Automatic,,Petrol,"1,200 cc","98,000 km",12950000
Toyota,Prius,3rd Generation,2011,Used,Automatic,Hatchback,Hybrid,"1,798 cc","96,000 km",9500000
Toyota,Vitz,Toyota,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc","125,000 km",5375000
Suzuki,Wagon R,Custom Z - Upgraded,2024,Used,Automatic,Hatchback,Petrol,650 cc,"8,500 km",8700000
Toyota,Vitz,,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc","116,000 km",5450000
Toyota,Vitz,Safety Edition 2,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","101,000 km",8000000
Toyota,Aqua,G limited,2012,Used,Automatic,Hatchback,Hybrid,"1,500 cc","210,000 km",7000000
Toyota,Roomy,X,2023,Used,Automatic,Hatchback,Petrol,"1,000 cc","24,805 km",8850000
Toyota,Vitz,,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","49,000 km",7850000
Toyota,IST,Ncp 110,2007,Used,Automatic,Hatchback,Petrol,"1,500 cc","100,000 km",6850000
Toyota,Passo,,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","97,500 km",6800000
Toyota,Vitz,,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","80,296 km",7800000
Toyota,Vitz,Edition 2,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","93,000 km",7795000
Toyota,Vitz,Edition 1,2018,Used,Automatic,Hatchback,Petrol,990 cc,"19,980 km",8000000
Toyota,Aqua,S Limited,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","76,000 km",7250000
Toyota,Vitz,,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","51,000 km",7990000
Toyota,Aqua,G Grade 2016,2016,Used,Automatic,Hatchback,Hybrid,"1,500 cc","150,000 km",9200000
Toyota,Vitz,Edition 3 LED,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","59,000 km",8650000
Toyota,Passo,2017,2017,Used,Automatic,Hatchback,Petrol,990 cc,"52,000 km",7500000
Toyota,Vitz,,2017,Used,Automatic,Hatchback,Petrol,990 cc,"45,789 km",7995000
Toyota,Aqua,,2012,Used,Automatic,Hatchback,Hybrid,"1,490 cc","198,512 km",6800000
Toyota,Aqua,G Grade,2012,Used,Automatic,Hatchback,Hybrid,"1,500 cc",204 km,7100000
Toyota,Vitz,Safety Edition,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","160,000 km",7400000
Toyota,Vitz,KSP 90,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc","72,000 km",5500000
Toyota,Vitz,Edition 1,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","105,000 km",7495000
Toyota,Vitz,Amie,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","32,000 km",8350000
Toyota,Vitz,Edition 3 safety,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","37,394 km",8275000
Toyota,Vitz,KSP130 Safty pakge,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","130,000 km",7500000
Toyota,Aqua,S Grade,2012,Used,Automatic,Hatchback,Hybrid,"1,500 cc","111,000 km",7000000
Toyota,Vitz,,2005,Used,Automatic,Hatchback,Petrol,"1,000 cc","145,000 km",4950000
