brand,model,trim,manufacture_year,condition,transmission,body_type,fuel_type,engine_capacity,mileage,price
Suzuki,Wagon R FZ,FZ,2017,Used,Automatic,Hatchback,Hybrid,660 cc,"102,000 km",6200000
Suzuki,Swift,ZC72S,2014,Used,Automatic,Hatchback,Petrol,"1,300 cc","169,999 km",6500000
Suzuki,Celerio,Vxi Auto,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","94,000 km",4975000
Suzuki,Celerio,VXI,2015,Used,Automatic,Hatchback,Petrol,998 cc,"144,999 km",4800000
Suzuki,Celerio,VXI,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","89,800 km",5150000
Suzuki,Swift,,2010,Used,Automatic,Hatchback,Petrol,"1,490 cc","107,701 km",5595000
Suzuki,Wagon R FZ,,2017,Used,Automatic,Hatchback,Petrol,650 cc,"126,878 km",6775000
Suzuki,Wagon R Stingray,Safety,2014,Used,Automatic,Hatchback,Hybrid,660 cc,"119,000 km",5800000
Suzuki,Wagon R FX,,2018,Used,Automatic,Hatchback,Petrol,660 cc,"94,000 km",6700000
Suzuki,Wagon R,,2024,Used,Automatic,Hatchback,Petrol,660 cc,"3,600 km",7030000
Suzuki,A-Star,,2012,Used,Automatic,Hatchback,Petrol,"1,000 cc","134,575 km",4300000
Suzuki,Wagon R FZ,,2015,Used,Automatic,Hatchback,Hybrid,650 cc,"102,000 km",6100000
Honda,Fit,GP1,2013,Used,Automatic,Hatchback,Hybrid,"1,300 cc","120,000 km",6975000
Suzuki,Swift,Full Option,2017,Used,Automatic,Hatchback,Petrol,"1,300 cc","88,000 km",7395000
Suzuki,Wagon R FZ,Premium,2017,Used,Automatic,Hatchback,Hybrid,660 cc,"171,000 km",6300000
Perodua,Axia,G Grade,2016,Used,Automatic,Hatchback,Petrol,998 cc,"105,350 km",5695000
Suzuki,Wagon R FX,Hybrid 4way Cam 360,2025,Brand New,Automatic,Hatchback,Hybrid,660 cc,5 km,8200000
Suzuki,Swift,2007,2007,Used,Automatic,Hatchback,Petrol,"1,300 cc","137,424 km",5175000
Suzuki,Swift,RS,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","67,600 km",8275000
Suzuki,Celerio,VXI,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","138,786 km",4800000
Suzuki,Celerio,X,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","26,000 km",5825000
Suzuki,Swift,DBA-ZC118,2007,Used,Automatic,Hatchback,Petrol,"1,320 cc","131,000 km",5600000
Suzuki,Wagon R Stingray,,2015,Used,Automatic,Hatchback,Petrol,650 cc,"93,390 km",5700000
Suzuki,Wagon R FZ,,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"61,500 km",6650000
Suzuki,Alto,Japan,2010,Used,Automatic,Hatchback,Petrol,650 cc,"128,500 km",4550000
Suzuki,Celerio,ZXI,2017,Used,Automatic,Hatchback,Petrol,900 cc,"78,000 km",5725000
Suzuki,Wagon R FX,Wagon R FX,2017,Used,Automatic,Hatchback,Petrol,650 cc,"102,000 km",5900000
Suzuki,Swift,Rs,2017,Used,Automatic,Hatchback,Petrol,"1,200 cc","92,000 km",7750000
Suzuki,Wagon R Stingray,,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"56,423 km",6990000
Suzuki,Wagon R Stingray,,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"72,676 km",7095000
Suzuki,Swift,Rs Sports Turbo,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","56,000 km",8850000
Suzuki,Wagon R FZ,Wagon R FZ,2017,Used,Automatic,Hatchback,Hybrid,660 cc,"122,000 km",6450000
Suzuki,Wagon R FX,Non Safety,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"78,195 km",5975001
Daihatsu,Taft,L900S,2024,Brand New,Automatic,Hatchback,Petrol,660 cc,0 km,8300000
Suzuki,Wagon R,Custom Z - Upgraded,2024,Used,Automatic,Hatchback,Petrol,650 cc,"8,500 km",8700000
Suzuki,Swift,RS Turbo,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","72,500 km",7750000
Suzuki,Alto,Japan DHA-HA36S,2017,Used,Automatic,Hatchback,Petrol,650 cc,"83,000 km",6500000
Suzuki,Hustler,1st Owner,2015,Used,Automatic,Hatchback,Petrol,650 cc,"96,883 km",5890000
Suzuki,Swift,2017,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","109,000 km",8300000
Suzuki,Wagon R,,2015,Used,Automatic,Hatchback,Hybrid,650 cc,"93,500 km",6050000
Suzuki,Spacia,,2016,Used,Automatic,Hatchback,Hybrid,650 cc,"93,000 km",5690000
Suzuki,Swift,Japan,2010,Used,Automatic,Hatchback,Petrol,"1,300 cc","130,800 km",5890000
Suzuki,Alto,Suzuki,2017,Used,Automatic,Hatchback,Petrol,650 cc,"96,000 km",5600000
Suzuki,Wagon R Stingray,J Style,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"86,000 km",5750000
Suzuki,Wagon R FX,Safety,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"65,118 km",5990000
Suzuki,Wagon R FX,Safety,2017,Used,Automatic,Hatchback,Petrol,650 cc,"85,000 km",6275000
Suzuki,Wagon R FX,Safety,2024,Used,Automatic,Hatchback,Petrol,650 cc,"6,505 km",7450000
Suzuki,S-Cross,Suzuki,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","31,000 km",9950000
Suzuki,Wagon R FZ,Safety,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"76,305 km",6590000
Suzuki,Spacia,,2016,Used,Automatic,Hatchback,Petrol,660 cc,"121,000 km",5600000
Suzuki,Wagon R FZ,Safety Package,2014,Used,Automatic,Hatchback,Hybrid,650 cc,"153,000 km",5490000
Suzuki,Celerio,,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","167,500 km",4600000
Suzuki,Celerio,VXI,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","57,000 km",5800000
Suzuki,Alto,Alto Hybrid S 2024,2024,Used,Automatic,Hatchback,Petrol,660 cc,"2,000 km",6950000
Suzuki,Alto,L Grade,2024,Used,Automatic,Hatchback,Petrol,650 cc,"6,000 km",6695000
Suzuki,Wagon R,Wagon R 2016,2016,Used,Automatic,Hatchback,Petrol,660 cc,"82,000 km",5700000
Suzuki,Alto,,2016,Used,Automatic,Hatchback,Petrol,660 cc,"103,000 km",5250000
Suzuki,Wagon R FX,Safety,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"97,246 km",5825000
Suzuki,Alto,L Grade,2018,Used,Automatic,Hatchback,Petrol,660 cc,"79,000 km",5400000
